Fighter,Elo Rating,Peak Elo,Record,Unbeaten Streak,Strength of Schedule
Josh Ferguson,1170.1661031368037,1200.0,0-2-0,0,1215.6634484014585
Andre Gusmao,1170.1632457797655,1200.0,0-2-0,0,1215.631846603239
Christophe Leninger,1170.1632457797655,1200.0,0-2-0,0,1215.631846603239
Pete Williams,1170.1623784438589,1234.2103438789886,3-5-0,0,1215.6652487807378
Landon Quinones,1170.16101231508,1200.0,0-2-0,0,1216.2611055380983
Chad Reiner,1170.1158289749703,1200.0,0-2-0,0,1215.742518956803
Teemu Packalen,1170.114028881124,1200.069016664026,1-3-0,0,1203.7011884626957
Juancamilo Ronderos,1170.1083670081268,1200.0,0-2-0,0,1215.6569022796034
Jai Herbert,1170.0916459021068,1200.0,3-6-1,0,1225.4907751489238
Shanna Young,1170.0873424529111,1200.0,1-3-0,0,1196.1261382428863
Yao Zhikui,1170.0780883800567,1200.7023986633528,1-3-0,0,1204.0
Mike Rio,1170.0750040706182,1215.263693206478,1-3-0,0,1211.135559233091
Cristiano Marcello,1170.073803087117,1201.4695015289756,1-3-0,0,1204.0005379074819
Josh Clopton,1170.0395204259953,1200.0,0-2-0,0,1214.2649300521643
Doug Evans,1170.0371307365951,1200.0,0-2-0,0,1215.2989800714222
Terrence Mitchell,1170.036255296305,1200.0,0-2-0,0,1214.8863931920173
Peter Barrett,1170.0079405266601,1200.0,0-2-0,0,1214.5493153097973
Luis Ramos,1170.0041196724071,1200.0,0-2-0,0,1213.8743341271502
Liudvik Sholinian,1169.9904906864201,1200.0,0-2-0,0,1214.7543740032165
Bevon Lewis,1169.9765494526018,1200.0,1-3-0,0,1194.7464931658437
Talita Bernardo,1169.9758762488639,1200.0,1-3-0,0,1195.1936869908466
Michael Patt,1169.9548308155768,1200.0,0-2-0,0,1213.3300109833463
Ryan Couture,1169.9537838338301,1200.0,0-2-0,0,1214.3596410195282
Phil Harris,1169.9326561293806,1200.6701174078103,1-3-0,0,1199.6279576467182
Roger Hollett,1169.9260146328509,1200.0,0-2-0,0,1214.5152820184458
Alptekin Ozkilic,1169.9023159195967,1216.6966323733834,1-3-0,0,1210.8056285402622
Jay Silva,1169.897549793771,1200.0,0-2-0,0,1212.722398915475
Dong Hyun Ma,1169.8202024402704,1215.678908433781,3-5-0,0,1197.2843115049936
Takenori Sato,1169.7996927183822,1200.0,0-2-0,0,1211.7727726715066
Mike Guymon,1169.7831869882593,1200.8904095985192,1-3-0,0,1202.1548790690958
Alex Ricci,1169.7726104731214,1200.0,0-2-0,0,1211.3252000746884
Dan Evensen,1169.7671942554641,1200.0,0-2-0,0,1211.749809753458
Amilcar Alves,1169.7641311667965,1200.0,0-2-0,0,1211.6785672753326
Eiji Mitsuoka,1169.7114691142235,1200.0,0-2-0,0,1210.3663522418383
Erik Silva,1169.6957835882577,1200.0,0-2-0,0,1210.255799355843
Gabriel Silva,1169.67114164636,1200.0,0-2-0,0,1210.652130404409
Ednaldo Oliveira,1169.6660309744823,1200.0,0-2-0,0,1210.5937507763094
Cody Durden,1169.6537033934228,1247.7559358252547,6-8-1,0,1210.6546078776773
Edwin Figueroa,1169.6381490064819,1214.6948716057666,2-4-0,0,1202.5860359274573
Rolando Dy,1169.6340166507991,1200.0,1-3-0,0,1193.2547354182238
Willie Gates,1169.6333418443874,1200.9093069711732,1-3-0,0,1201.9450443068608
Matt Sayles,1169.6289224827735,1200.0,1-3-0,0,1200.7585341834324
Mariya Agapova,1169.606988172163,1215.1520327837984,2-4-0,0,1207.0968553636924
Shane del Rosario,1169.581285830524,1200.0,0-2-0,0,1209.965102339148
Brock Jardine,1169.5792671974712,1200.0,0-2-0,0,1210.4121040416899
Paul Bradley,1169.5719083320262,1200.0,0-2-0,0,1208.8435964526743
Matt Dwyer,1169.5583544224762,1200.0952020891493,1-3-0,0,1200.7109906127696
Devin Powell,1169.5575747337318,1200.0,1-3-0,0,1192.7239731424352
Te Edwards,1169.551689874934,1200.0,0-2-0,0,1208.9003763362284
Steve Lopez,1169.5440598904618,1200.0,0-2-0,0,1209.594867008058
Jason Tan,1169.5300746576647,1200.0,0-2-0,0,1209.041547579713
Kazuhiro Nakamura,1169.5292377322423,1200.0,0-2-0,0,1209.4007928917808
Ramiro Hernandez,1169.524847121582,1200.0,0-2-0,0,1208.6429645392182
Chris Heatherly,1169.5149088852404,1200.0,0-2-0,0,1208.868495168264
Gilbert Aldana,1169.5078496515798,1200.0,0-2-0,0,1208.7879502460091
Wagner Silva,1169.5031170912061,1200.0,0-2-0,0,1208.368153396761
Tim Gorman,1169.4991859017468,1200.0,0-2-0,0,1208.689103172268
Paul Redmond,1169.4940908583965,1200.0,0-2-0,0,1208.6018493974536
Jordan Radev,1169.49115791239,1200.0,0-2-0,0,1208.248305661325
Anthony Birchak,1169.4870586792672,1201.4842776323437,2-4-0,0,1197.8355001565658
Jesse Strader,1169.4818152316036,1200.0,0-2-0,0,1208.490933383621
Karlos Vemola,1169.4746384235534,1200.608660912065,2-4-0,0,1198.0597982205852
Kevin Jordan,1169.4724164069755,1200.0,0-2-0,0,1208.383718043996
Azamat Gashimov,1169.4706234785733,1200.0,0-2-0,0,1208.3787872368562
Ryan Thomas,1169.4695780552781,1200.0,0-2-0,0,1208.3351258728158
Jessica Rakoczy,1169.4695015289756,1200.0,0-2-0,0,1208.0
Steve Berger,1169.4695015289756,1200.0,0-2-0,0,1205.3333333333333
Colby Thicknesse,1169.4695015289756,1200.0,0-2-0,0,1208.0
Michael Aswell,1169.4686910423247,1200.0,0-2-0,0,1207.9909515384109
William Macario,1169.4684817012585,1200.0,1-3-0,0,1200.2607664253671
Denis Stojnic,1169.4684281028067,1200.0,0-2-0,0,1208.7420469333342
Steve Montgomery,1169.443256206137,1200.0,0-2-0,0,1207.7126642958729
Yusuke Kasuya,1169.4401277520244,1200.0,0-2-0,0,1208.015439441027
Larissa Pacheco,1169.4401170200001,1200.0,0-2-0,0,1208.0161375522703
Pearl Gonzalez,1169.4388392871117,1200.0,0-2-0,0,1208.0007449602913
Valeri Ignatov,1169.4387739660467,1200.0,0-2-0,0,1208.0
Fabiano Scherner,1169.43749272492,1200.0,0-2-0,0,1207.6495768185687
Lauren Mueller,1169.4362045615605,1216.736306793522,1-3-0,0,1207.7693842322487
Carl Deaton,1169.4343854844717,1200.0,0-2-0,0,1208.8015492412605
Hector Ramirez,1169.4322120494678,1200.0,0-2-0,0,1207.332191817332
Joey Gomez,1169.4293064047336,1200.0,0-2-0,0,1207.8920294001
Louis Cosce,1169.4283802692964,1200.0,0-2-0,0,1207.5498396207554
Gauge Young,1169.4271470072322,1200.0,0-2-0,0,1207.5271695134988
Roman Salazar,1169.427028065146,1200.0,0-2-0,0,1190.0052881072181
Anthony Christodoulou,1169.4092087188044,1200.0,0-2-0,0,1207.6628501516084
Harry Moskowitz,1169.4050061101236,1200.0,0-2-0,0,1207.6149300926786
Joao Zeferino,1169.3991702581252,1200.0,0-2-0,0,1207.5483889727016
Lando Vannata,1169.3965865589387,1207.5875935425563,4-7-2,0,1220.2249645607956
Edward Faaloloto,1169.387287791799,1200.0,0-2-0,0,1206.8253183907252
Patrick Williams,1169.3845647909297,1201.4695015289756,1-3-0,0,1200.2567359187033
Jose Maria,1169.3814798175904,1200.0,0-2-0,0,1207.3466938144916
Horacio Gutierrez,1169.380659746967,1200.0,0-2-0,0,1207.027696721916
Colton Smith,1169.3786463598988,1216.0,1-3-0,0,1207.65719519423
Val Woodburn,1169.377090449351,1200.0,0-2-0,0,1207.2966521210542
John Halverson,1169.3766827298898,1200.0,0-2-0,0,1207.3246628708541
Enrique Marin,1169.3720788476624,1200.0,0-2-0,0,1206.933836224241
Alex Soto,1169.366444599677,1200.0,0-2-0,0,1207.6148925381544
Luan Lacerda,1169.3605024648148,1200.0,0-2-0,0,1207.551323559021
Gasan Umalatov,1169.3565734491929,1200.0,1-3-0,0,1199.3438040749247
Bruno Souza,1169.3512696853845,1200.0,0-2-0,0,1207.0483189104257
Yosdenis Cedeno,1169.3386091039506,1200.736306793522,1-3-0,0,1199.8159233016195
Yasuhiro Urushitani,1169.3345123425697,1200.0,0-2-0,0,1207.248441454397
Alessio Sakara,1169.3320920323213,1235.7429013121678,6-8-0,0,1203.4580698318864
Claudio Ribeiro,1169.3234612112335,1200.0,1-3-0,0,1199.0570245335352
Jorge Lopez,1169.3202674767824,1200.0,0-2-0,0,1206.085020770575
Michel Quinones,1169.315166888704,1200.0,0-2-0,0,1206.311533300699
Collin Anglin,1169.3139252346807,1200.0,0-2-0,0,1206.2979605960063
Brendon Marotte,1169.3137051129238,1200.0,0-2-0,0,1206.5543049463797
Jessin Ayari,1169.3104490553103,1216.0,1-3-0,0,1207.4349054494387
Ricky Rainey,1169.3081594772996,1200.0,0-2-0,0,1205.9657529605297
Pat Audinwood,1169.3048753278783,1200.0,0-2-0,0,1206.4735200779464
Matt Bessette,1169.3005298890573,1200.0,0-2-0,0,1206.859429606594
Steven Peterson,1169.2897735864628,1201.7905700529434,3-5-0,0,1191.666598480327
KB Bhullar,1169.2802958484954,1200.0,0-2-0,0,1206.6060038738551
Scott Askham,1169.2659247909237,1201.293633962033,2-4-0,0,1197.4685517117362
Richard Walsh,1169.245883504208,1216.0,2-4-0,0,1202.3747518275666
Ange Loosa,1169.2436871686982,1214.867133631993,2-4-0,0,1209.289307411999
Richardson Moreira,1169.2391342167919,1200.0,0-2-0,0,1205.4807239178367
Damian Stasiak,1169.1814740435466,1216.0888591937114,2-4-0,0,1201.6537450915323
Kyle Bradley,1169.1494561033355,1200.0,1-3-0,0,1190.0357686903017
Jason Godsey,1169.0992574640402,1200.0,0-2-0,0,1204.0217826366113
Guto Inocente,1169.061325815483,1200.0,0-2-0,0,1203.897488099204
Tom Niinimaki,1169.0544514972164,1217.9470550361239,1-3-0,0,1206.6225849195835
Travis Wiuff,1169.0524479086891,1200.0,0-2-0,0,1203.5081308665917
Johnny Munoz,1169.04869010944,1200.9652984090017,2-4-0,0,1196.3023448265806
Julio Paulino,1169.0449702690864,1200.0,0-2-0,0,1203.495083985475
Joseph Gigliotti,1169.040771383425,1200.0,0-2-0,0,1203.4653759335429
Domingo Pilarte,1169.0336644923575,1200.0,0-2-0,0,1197.0874369865285
Anthony Ivy,1169.0270040444343,1200.0,0-2-0,0,1203.1659063823417
Danny Downes,1169.0145597574176,1200.0,0-2-0,0,1203.5642615747602
Zarrukh Adashev,1169.0108513939542,1200.0,1-3-0,0,1189.2996884374143
Jason Young,1168.9914021247728,1200.0,1-3-0,0,1189.102881957493
Rob Wilkinson,1168.974125212572,1200.0,0-2-0,0,1202.706676804894
Jack May,1168.9504894140375,1200.0,0-2-0,0,1202.331973076269
Juan Manuel Puig,1168.9118418918824,1200.0,0-2-0,0,1201.997738796456
Tucker Lutz,1168.9080173465616,1215.3885488645774,1-3-0,0,1204.7054867116462
Brian Houston,1168.9006426309413,1200.0,0-2-0,0,1202.2058065497388
Alexandre Dantas,1168.8979925615074,1200.0,0-2-0,0,1201.7600869511043
Mike Stumpf,1168.8835020217432,1200.0,0-2-0,0,1201.6313626202839
Antonio Trocoli,1168.869040164165,1200.0,0-2-0,0,1201.846763955422
CJ Keith,1168.8247596064127,1200.0,0-2-0,0,1200.9637203189104
Tor Troeng,1168.8179801808149,1216.0,1-3-0,0,1204.6398200325393
Matt Horwich,1168.8119138604734,1200.0,0-2-0,0,1201.205929188284
Thomas Gifford,1168.7994226730164,1200.0,0-2-0,0,1201.04063293335
Edilberto de Oliveira,1168.7963389313204,1200.0,0-2-0,0,1200.6532900415014
Kazuki Tokudome,1168.7950600411289,1216.0676726427585,1-3-0,0,1204.3673753822438
Jeff Cox,1168.7941734274882,1200.0,0-2-0,0,1200.6408485220434
Andreas Stahl,1168.7933744563916,1200.0,0-2-0,0,1200.6210240326798
Andreas Michailidis,1168.79255683273,1200.0618057555155,1-3-0,0,1196.3355254010028
Chris Dempsey,1168.7814740199683,1200.7919668535492,1-3-0,0,1196.6466197355785
Rashad Coulter,1168.778016288911,1200.0,1-3-0,1,1179.4921608534555
Jeremy Jackson,1168.7740673037501,1200.0,0-2-0,0,1200.4108951002104
Townsend Saunders,1168.7701398146428,1200.0,0-2-0,0,1200.368153396761
Jin Soo Son,1168.765669812289,1200.0,0-2-0,0,1200.6829861940096
Danny Mitchell,1168.7641733415358,1200.0,0-2-0,0,1200.7047158353346
Oli Thompson,1168.7393477068647,1200.0,0-2-0,0,1200.0330866566458
Kiefer Crosbie,1168.7367660559717,1200.0,0-2-0,0,1200.0049969676934
Charlie Ward,1168.736306793522,1200.0,0-2-0,0,1200.0
Curtis Stout,1168.736306793522,1200.0,0-2-0,0,1200.0
Dan Stittgen,1168.736306793522,1200.0,0-2-0,0,1200.0
Carls John De Tomas,1168.736306793522,1200.0,0-2-0,0,1200.0
Joseph Sandoval,1168.736306793522,1200.0,0-2-0,0,1200.0
Brad Morris,1168.736306793522,1200.0,0-2-0,0,1200.0
Aalon Cruz,1168.736306793522,1200.0,0-2-0,0,1200.0
Sheila Gaff,1168.736306793522,1200.0,0-2-0,0,1200.0
Royce Alger,1168.736306793522,1200.0,0-2-0,0,1200.0
Joe Veres,1168.736306793522,1200.0,0-2-0,0,1200.0
Alan Omer,1168.736306793522,1200.0,0-2-0,0,1200.0
Moti Horenstein,1168.736306793522,1200.0,0-2-0,0,1200.0
Sammy Morgan,1168.736306793522,1200.0,0-2-0,0,1200.0
John Cofer,1168.736306793522,1200.0,0-2-0,0,1200.0
Bristol Marunde,1168.736306793522,1200.0,0-2-0,0,1200.0
Luiz Dutra,1168.736306793522,1200.0,0-2-0,0,1200.0
Mike Lullo,1168.736306793522,1200.0,0-2-0,0,1200.0
Alexis Dufresne,1168.736306793522,1200.0,0-2-0,0,1200.0
Larry Cureton,1168.736306793522,1200.0,0-2-0,0,1200.0
Julie Kedzie,1168.736306793522,1200.0,0-2-0,0,1200.0
JC Cottrell,1168.733916091118,1200.0,0-2-0,0,1200.3743515642352
Jordan Espinosa,1168.731380485492,1215.4842543238171,2-4-0,0,1200.6947285380636
Cody Pfister,1168.7305285773953,1200.0,1-3-0,0,1195.6569822891145
Herbert Burns,1168.725912010578,1233.459659918408,2-4-0,0,1210.3216831283632
Mark Eddiva,1168.7185341734328,1216.0,1-3-0,0,1203.9180581968558
Ben Wall,1168.7151695516282,1200.0,0-2-0,0,1199.770032141134
Christian Colombo,1168.7144379802885,1200.0,0-2-1,0,1194.9131846269736
Justin Jones,1168.710650301831,1200.0,0-2-0,0,1200.089591338845
Chris de la Rocha,1168.7076844069845,1200.0,1-3-0,0,1187.6458909130658
Marcin Bandel,1168.7052510087242,1200.0,0-2-0,0,1199.6465743200201
Ansar Chalangov,1168.704400591627,1200.0,0-2-0,0,1199.316610813631
Tateki Matsuda,1168.7034078509303,1200.0,0-2-0,0,1200.0109571626626
Jason Black,1168.7023986633528,1200.0,0-2-0,0,1200.0
Ericka Almeida,1168.7011136438014,1200.0,0-2-0,0,1199.6334026322734
Damien Brown,1168.6882924090148,1216.6570384063677,2-4-0,0,1200.2884191588535
Gadzhi Omargadzhiev,1168.6833536841998,1200.0,0-2-0,0,1199.4239345791416
Luis Henrique,1168.6787068700655,1216.6996552031928,2-4-0,0,1200.010064436958
Anna Elmose,1168.670188868717,1200.0,0-2-0,0,1199.632661506309
Victor Martinez,1168.6650457218832,1200.0,0-2-0,0,1199.5893474663449
Brendan O'Reilly,1168.6413278958125,1200.6994507090892,1-3-0,0,1196.1940239840847
Josh Shockley,1168.6394056145512,1200.0,0-2-0,0,1198.9459574613647
Konstantin Erokhin,1168.621270140208,1200.0,0-2-0,0,1198.4070762031192
Tommy Speer,1168.6092984541513,1200.0,0-2-0,0,1198.618574512022
Victor Valimaki,1168.5950651042558,1200.0,0-2-0,0,1198.8346014045148
Josh Sampo,1168.5843301636023,1216.0,1-3-0,0,1203.169731068169
Alexander Yakovlev,1168.5746494357293,1210.7686174723972,3-6-0,0,1231.7979024940214
Humberto Bandenay,1168.5501140445235,1216.736306793522,1-3-0,0,1203.4369630774397
Laureano Staropoli,1168.5328497959667,1232.9880946237129,2-4-0,0,1210.3851364345003
Keita Nakamura,1168.5175664297867,1200.0,4-7-0,0,1206.74282928331
Jonavin Webb,1168.503780923158,1200.0,0-2-0,0,1197.7358656157476
Sarah Alpar,1168.5024858553481,1200.0,0-2-0,0,1197.3388351967503
Nick Fiore,1168.4966394293217,1200.0,0-2-0,0,1197.3939268489958
Tim Lajcik,1168.459213381165,1200.0,0-2-1,0,1204.501533755021
Houston Alexander,1168.4578232507347,1233.2038671558184,2-4-0,0,1210.4633635685593
Joe Brammer,1168.4074677109859,1200.0,0-2-0,0,1196.8385166531643
Ashkan Mokhtarian,1168.3856255421483,1200.0,0-2-0,0,1196.2585098471777
Brodie Farber,1168.384610238457,1200.0,0-2-0,0,1196.1766571990952
Carlton Minus,1168.3738327479664,1200.0,0-2-0,0,1196.0595763078177
Matheus Camilo,1168.3469062201832,1200.0,0-2-0,0,1195.4802938840521
Silvana Gomez Juarez,1168.324315961328,1200.0,1-3-0,0,1185.3920164405258
Tommy Hayden,1168.3177085973043,1200.0,0-2-0,0,1195.2016431023467
Shana Dobson,1168.3033864898966,1216.0,2-4-0,0,1192.247861147249
Nick Penner,1168.2924429668958,1200.0,0-2-0,0,1194.9472712872873
Roger Bowling,1168.2796390157994,1200.0,0-2-0,0,1197.041264536514
Cameron VanCamp,1168.246229803285,1200.0,0-2-0,0,1194.7467999252613
Yohan Lainesse,1168.2070216423874,1200.0,1-3-0,0,1193.0479727698876
Dakota Bush,1168.193904841996,1200.0,0-2-0,0,1193.824706375235
Josias Musasa,1168.1874507243049,1200.0,0-2-0,0,1193.7031832436605
Reuben Duran,1168.147797367222,1200.736306793522,1-3-0,0,1193.3361250786847
Kody Steele,1168.1322094467782,1200.0,0-2-0,0,1193.0875403797845
Djorden Santos,1168.1322094467782,1200.0,0-2-0,0,1193.0875403797845
Hernani Perpetuo,1168.116308256501,1200.0,0-2-0,0,1193.3225887443946
Victor Rodriguez,1168.1000312672961,1200.0,0-2-0,0,1193.0860898358992
Pat Schilling,1168.0996198623789,1200.0,0-2-0,0,1193.0816228898827
Dashon Johnson,1168.0969035738444,1200.0,0-2-0,0,1193.052130049407
Rob Yundt,1168.0865174732244,1200.0,0-2-0,0,1192.6007404278805
Nick Aguirre,1168.0762328029164,1200.0,0-2-0,0,1192.48348261702
Zhang Tiequan,1168.0758841014074,1215.3378589244146,1-3-0,0,1199.8930978299584
David Dodd,1168.0723390840897,1200.0,0-2-0,0,1192.4390876875166
Dileno Lopes,1168.0716527637055,1200.0,0-2-0,0,1192.7779651980245
Yusaku Kinoshita,1168.0691334107476,1200.0,0-2-0,0,1192.4025368925602
Nicolle Caliari,1168.0676591404801,1200.0,0-2-0,0,1192.368153396761
Wendell Oliveira Marques,1168.067601496311,1200.0,0-2-0,0,1192.3850699073214
Kay Hansen,1168.0661832347098,1216.0,1-3-0,0,1200.0
Danilo Belluardo,1168.0661178732219,1200.0,0-2-0,0,1192.368153396761
Vince Cachero,1168.0638972655042,1200.0,0-2-0,0,1192.3428333984757
Josh Haynes,1168.063074602484,1200.0,0-2-0,0,1192.6848273427433
Bernardo Magalhaes,1168.046762746194,1200.0,0-2-0,0,1192.5077215114243
Colin Robinson,1168.0457596816605,1200.0,0-2-0,0,1192.4798819632829
Irina Alekseeva,1168.0424310778333,1216.813255073136,1-3-0,0,1200.2614457196823
Eddie Gordon,1168.040773221623,1216.0,1-3-0,0,1200.0384311621524
Danny Abbadi,1168.040013887696,1200.0,0-2-0,0,1192.434446171373
James Bochnovic,1168.0375571407528,1200.0,0-2-0,0,1192.4077722235575
Cesar Arzamendia,1168.0364408849173,1200.0,0-2-0,0,1192.3956525649983
Chase Gormley,1168.0359662253568,1200.0,0-2-0,0,1192.409350332338
Joe Vedepo,1168.0355014816168,1200.0,0-2-0,0,1192.0542448835495
Seo Hee Ham,1168.035254839057,1200.0,1-3-0,0,1192.1906248406349
Nolan Ticman,1168.0339081301693,1200.0,0-2-0,0,1192.368153396761
Sam Fulton,1168.0338330211207,1200.0,0-2-0,0,1192.0
Chan-Mi Jeon,1168.033767705514,1200.0,0-2-0,0,1191.9992551159576
Marnic Mann,1168.0337215017282,1200.0,0-2-0,0,1192.3661270951586
Leonardo Guimaraes,1168.0336378536344,1200.0,0-2-0,0,1191.9978760763618
Ulysses Gomez,1168.0323497647144,1200.0,0-2-0,0,1192.3512335862624
Wes Combs,1168.031002090575,1200.0,0-2-0,0,1192.3366013428522
Leo Kuntz,1168.030795942064,1200.0,0-2-0,0,1192.3343631054856
Rodrigo de Lima,1168.022970062485,1200.0,0-2-0,0,1192.6360046597706
Ronys Torres,1168.0225095744452,1200.0,0-2-0,0,1192.5597118281391
Alberto Uda,1168.0092108460824,1200.0,0-2-0,0,1191.7191783127764
Steve Judson,1168.0015544510898,1200.0,0-2-0,0,1191.631846603239
Mark Holst,1168.0015544510898,1200.0,0-2-0,0,1191.631846603239
David Kaplan,1168.0,1200.0,0-2-0,0,1192.0
Jacob Kilburn,1168.0,1200.0,0-2-0,0,1192.0
Leonardo Morales,1168.0,1200.0,0-2-0,0,1192.0
Hayder Hassan,1168.0,1200.0,0-2-0,0,1192.0
Chris Indich,1168.0,1200.0,0-2-0,0,1192.0
Donny Walker,1168.0,1200.0,0-2-0,0,1192.0
Colin Fletcher,1168.0,1200.0,0-2-0,0,1192.0
Razak Al-Hassan,1168.0,1200.0,0-2-0,0,1192.0
Brogan Walker,1168.0,1200.0,0-2-0,0,1192.0
Lisa Ellis,1168.0,1200.0,0-2-0,0,1192.0
Shane Howell,1167.9988822352386,1200.0,0-2-0,0,1191.619107427011
Yuri Villefort,1167.997992017445,1200.0,0-2-0,0,1191.9781986063017
Syuri Kondo,1167.9893732151527,1215.229857039914,1-3-0,0,1199.7272431377692
Montserrat Conejo Ruiz,1167.9857510948568,1200.0,0-2-0,0,1191.4515742157585
Johnny Rees,1167.9759723321538,1200.0,0-2-0,0,1191.7391227149249
Vik Grujic,1167.9728417577285,1200.0,1-3-0,0,1191.836561483497
Elias Garcia,1167.971253063812,1200.0,0-2-0,0,1191.2861758250062
Anton Zafir,1167.9706582798933,1200.0,0-2-0,0,1191.3635580764299
Carlos Candelario,1167.9675786085306,1200.0,0-2-0,0,1191.6479887329394
Jim Wallhead,1167.9664008738198,1200.0,0-2-0,0,1191.6352015863536
David Lee,1167.9663546390093,1200.0,0-2-0,0,1191.634699596059
Rosi Sexton,1167.9660918698307,1200.0,0-2-0,0,1191.631846603239
Michael Kuiper,1167.9569398188758,1200.0474736843798,1-3-0,0,1191.7540335657995
Joseph Holmes,1167.9544941228644,1200.0,1-3-0,0,1191.241790808143
Micheal Gillmore,1167.950415901897,1200.0,0-2-0,0,1191.461645771666
Cameron Else,1167.941147991443,1200.0,0-2-0,0,1191.7119428146082
Yuneisy Duben,1167.9388387960303,1200.0,0-2-0,0,1190.9324855883706
Mohammad Yahya,1167.8961590284932,1200.0,0-2-0,0,1190.826393829902
Marcos Mariano,1167.8897719781467,1200.0,0-2-0,0,1190.3373887892517
Tom DeBlass,1167.8878306917518,1200.0,0-2-0,0,1190.717962442207
Ryan MacDonald,1167.8100042554622,1200.0,0-2-0,0,1189.582191528361
Dave Menne,1167.7765687200324,1230.6241891949294,2-4-0,0,1205.7641043026217
Kaynan Kruschewsky,1167.7036165892157,1200.0,0-2-0,0,1189.5116429983593
Gadzhimurad Antigulov,1167.6508340335647,1232.6125194487108,2-4-0,0,1206.7535390678033
Anshul Jubli,1167.6372012344443,1216.0,1-3-0,0,1196.5908202305923
Diyar Nurgozhay,1167.5324472957675,1200.0,0-2-0,0,1186.5680760031723
Michal Figlak,1167.5186710258388,1200.0,0-2-0,0,1186.7897381903547
Gloria de Paula,1167.481483043651,1200.0,1-3-0,0,1180.3393555431512
Ottman Azaitar,1167.4678699396825,1232.1952893067592,2-4-0,0,1204.9865715194405
Jonathan Wilson,1167.4582844756642,1216.0364713582546,1-3-0,0,1196.5569599329565
Samy Schiavo,1167.4468789657258,1200.0,0-2-0,0,1185.7172272615705
Anthony Lapsley,1167.443582748025,1200.0,0-2-0,0,1185.6491347475717
Kyle Stewart,1167.4302424508849,1200.0,0-2-0,0,1185.4832634890686
Todd Brown,1167.4165807523632,1200.0,0-2-0,0,1185.66090767763
Eric Wisely,1167.4121347618573,1200.0,0-2-0,0,1185.718486461388
Maria Oliveira,1167.408663241635,1200.0,1-3-0,0,1188.4718385867059
Besam Yousef,1167.406298149775,1200.0,0-2-0,0,1185.551003139548
Rin Nakai,1167.3956798108052,1200.0,0-2-0,0,1185.117565808588
Yizha,1167.3954900062884,1200.0,0-2-0,0,1185.4334904480643
Cain Carrizosa,1167.3892246349635,1200.0,0-2-0,0,1185.3653667873773
Ali AlQaisi,1167.3584522854478,1200.0,0-2-0,0,1184.6939208358133
Richie Vaculik,1167.3537653041053,1200.736306793522,1-3-0,0,1188.8540347321414
Kwan Ho Kwak,1167.3507612477104,1200.0,0-2-0,0,1184.9471071834128
Jorge de Oliveira,1167.3315091622376,1200.0,0-2-0,0,1184.368153396761
Motonobu Tezuka,1167.3259143083267,1200.0,0-2-0,0,1184.3396540430235
Nate Mohr,1167.3249865877676,1200.7738612072035,1-3-0,0,1188.5367266905666
Cristina Stanciu,1167.3224515993472,1200.0,0-2-0,0,1184.6694363100032
David Abbott,1167.321887094703,1247.7240960569288,8-10-0,0,1218.5013121152197
Xavier Foupa-Pokam,1167.309631084424,1200.0,0-2-0,0,1184.1504914661002
Kelly Faszholz,1167.3049383825619,1200.0,0-2-0,0,1183.662712264822
Daniel Jolly,1167.2975328274754,1200.0,0-2-0,0,1184.368153396761
Suman Mokhtarian,1167.2948972139657,1200.0,0-2-0,0,1184.3394821129
Juan Adams,1167.289776572591,1215.2623145382322,1-3-0,0,1195.5933030699766
Ross Pointon,1167.2728019282326,1200.0,0-2-0,0,1184.0991039831256
Matt Van Buren,1167.2702169543559,1200.0,0-2-0,0,1184.070979682972
Luke Caudillo,1167.2655015187738,1200.0,0-2-0,0,1183.6524261427976
Emily Kagan,1167.263693206478,1200.0,0-2-0,0,1184.0
Chris Avila,1167.2617424363639,1200.0,0-2-0,0,1183.2079044611496
Boston Salmon,1167.240286110772,1200.0,0-2-0,0,1183.3777071093748
Scott Smith,1167.2208683198767,1201.0398560320937,1-3-0,0,1187.5714553396163
Rachael Ostovich,1167.1682807531354,1216.0,1-3-0,0,1195.5856618925002
Aleksa Camur,1167.0066289499387,1216.5516295124764,1-3-0,0,1194.4370206220838
Josh Quinlan,1166.9249306943518,1215.3787043518896,1-3-0,0,1193.3550909872674
Grigory Popov,1166.8686523750964,1200.0,0-2-0,0,1179.453915532465
Yoislandy Izquierdo,1166.8342819023721,1200.0,0-2-0,0,1179.3209103510494
Antonio Dos Santos,1166.8321001549682,1200.0,0-2-0,0,1178.6603808828531
Charles Byrd,1166.8246228413486,1216.0,1-3-0,0,1192.7660815918769
Steve Kennedy,1166.8202624640428,1200.0,0-2-0,0,1178.5274024589226
Marcelo Golm,1166.819761792083,1215.2626398398063,1-3-0,0,1192.7097402765992
Abdul Razak Alhassan,1166.81158344257,1246.2200021798146,6-8-0,0,1206.3779601138397
Yoshihiro Akiyama,1166.809091865276,1217.5236603139472,2-5-0,0,1236.6656348909269
Emily Whitmire,1166.7989280077466,1217.9873082223296,2-4-0,0,1193.5357643590066
Darko Stosic,1166.7572040721193,1215.3495860958799,1-3-0,0,1192.2265883884716
Frank Trigg,1166.7382787528543,1220.559799421802,2-5-0,0,1245.9357861353935
Walel Watson,1166.720159932566,1216.0,1-3-0,0,1192.535308710204
Zac Pauga,1166.7192833190245,1200.0,1-3-0,0,1184.4863187259616
